employee_id,fullname,area,position,department,division,directorate,grade,education,major,years_of_service_months,CEX,CSI,FTC,GDR,IDS,LIE,QDD,SEA,STO,VCU,rating_2025,iq,mbti,pauli,faxtor,disc,qtq,tiki,Papi_A,Papi_B,Papi_C,Papi_D,Papi_E,Papi_F,Papi_G,Papi_I,Papi_K,Papi_L,Papi_N,Papi_O,Papi_P,Papi_R,Papi_S,Papi_T,Papi_V,Papi_W,Papi_X,Papi_Z,strength_1,strength_2,strength_3,strength_4,strength_5,tenure_years,competency_mean,cognitive_index,is_top_performer,strength_count,grade_num,strength_match_score,success_score
EMP101466,Kartika Ramadhan,Store,Brand Executive,Marketing,Product Dev,Technology,III,S2,Psychology,97,0.02020202,0.010204082,2,2,0.02020202,2,,0.02020202,1,0.03030303,2,,ESFJ,45,93,IC,,2,5,,9,8,,1,9,0.75,6,9,6,5,0.5,5,,,5,0.625,3,8,Strategic,Competition,Harmony,Arranger,Ideation,0.651006711,2,0.52238806,0,5,0,0,15.75625388
EMP101467,Bella Aji Siregar,Store,Data Analyst,Operations,Digital Marketing,Commercial,III,S1,Economics,35,0.04040404,0.030612245,4,3,0.050505051,3,4,0.04040404,4,0.04040404,4,89,ISFP,29,26,CD,23,10,,4,4,9,3,3,4,0.875,3,,,1,0.375,3,9,8,3,1,6,8,Includer,Restorative,Ideation,Intellection,Maximizer,0.234899329,3.9,0.328358209,0,5,0,2,43.94918881
EMP101468,Yuni Nugroho,Store,Supply Planner,Operations,Digital Marketing,HR & Corp Affairs,III,SMA,Statistics,10,0.02020202,0.010204082,3,3,0.04040404,4,2,0.03030303,,0.02020202,3,140,ESTJ,35,20,DS,25,3,4,9,1,7,3,3,6,0.625,4,7,5,4,0.25,9,2,5,4,0.5,6,4,Individualization,,,Self-Assurance,Input,0.067114094,2.777777778,0.486796785,0,3,0,1,26.0844134
EMP101469,Rizka Wijaya Kurniawan,Plant,Brand Executive,HR,Digital Marketing,Commercial,III,S1,Economics,32,0.050505051,0.040816327,5,,0.04040404,4,3,0.04040404,4,0.050505051,4,136,ENFJ,63,96,CI,27,1,5,1,9,8,7,3,1,0.125,8,9,9,8,0.75,8,5,8,9,0.625,3,6,Positivity,Strategic,Ideation,Connectedness,Developer,0.214765101,4.333333333,0.831228473,0,5,0,0,17.14445903
EMP101470,Citra Simanjuntak,Store,HRBP,HR,Digital Marketing,Commercial,III,D3,Business,76,0.04040404,0.020408163,4,5,0.04040404,5,5,,5,0.04040404,4,82,ESFJ,64,75,DI,35,8,1,6,5,9,1,8,8,1,2,5,7,,0.875,1,1,2,2,0.25,7,3,Adaptability,Responsibility,Competition,Intellection,Activator,0.510067114,4.333333333,0.628013777,0,5,0,2,
EMP101471,Rani Hidayat,Store,Sales Supervisor,Marketing,Product Dev,Technology,III,SMA,Economics,46,0.03030303,0.030612245,,3,0.04040404,5,5,0.04040404,4,0.04040404,4,,INTJ,86,62,SI,,7,9,9,3,5,8,9,5,1,6,5,3,5,0.875,7,5,3,3,0.75,4,4,Harmony,Individualization,Belief,Strategic,Activator,0.308724832,4,0.608495982,0,5,0,1,33.4820678
EMP101472,Mahendra Baskara Purnama,Distribution,Sales Supervisor,Operations,Operations,Commercial,III,S1,Engineering,41,0.04040404,0.030612245,3,2,0.02020202,3,2,0.04040404,3,0.03030303,3,93,INTP,70,58,CI,24,3,8,,6,3,2,4,5,0.875,1,9,4,1,0.375,1,8,5,2,1,3,1,,Communication,Strategic,Context,Activator,0.275167785,3,0.572904707,0,4,0,1,31.09094557
EMP101473,Kurnia Lukman,Distribution,Supply Planner,IT,Sales,Commercial,IV,S2,Engineering,110,0.04040404,0.030612245,4,3,0.04040404,5,4,0.04040404,5,0.04040404,4,106,INFJ,76,37,IC,13,4,5,2,3,,5,9,7,1,6,1,1,8,0.5,1,5,2,6,0.875,1,7,Ideation,,Strategic,Self-Assurance,Discipline,0.738255034,4.1,0.531572905,0,4,0.5,1,35.35670015
EMP101474,Hadi Ramadhan,HQ,Data Analyst,HR,Digital Marketing,Commercial,V,S1,Economics,28,0.03030303,0.020408163,3,3,0.03030303,4,4,0.04040404,2,,3,127,ENFP,61,22,SC,28,5,7,,1,8,9,7,2,0.25,2,5,8,1,0.875,,6,5,5,0.375,1,4,Communication,Maximizer,Harmony,Responsibility,Ideation,0.187919463,3.222222222,0.555683123,0,5,1,0,
EMP101475,Rifqi Permadi,Distribution,Sales Supervisor,Finance,Digital Marketing,HR & Corp Affairs,III,S1,Economics,51,0.01010101,0,3,2,,2,2,0.03030303,1,0.01010101,2,127,ENTJ,73,53,IC,24,6,4,,1,7,9,4,7,0.75,9,2,8,,0.375,6,1,6,3,0.625,7,8,Developer,,Competition,Consistency,Arranger,0.342281879,1.777777778,0.693455798,0,4,0,0,
EMP101476,Mahendra Wijaya Pamungkas,HQ,Data Analyst,HR,Operations,HR & Corp Affairs,III,D3,Engineering,95,0.02020202,,3,2,0.03030303,2,2,0.03030303,,0.04040404,3,137,ENTJ,27,88,SD,32,5,3,3,2,,,3,5,0.875,1,9,2,1,0.375,2,3,2,4,0.875,3,9,Competition,Context,Connectedness,Communication,Learner,0.637583893,2.625,0.714121699,0,5,0,0,
EMP101477,Putri Indrawan,Plant,Brand Executive,IT,Operations,Technology,IV,S2,Design,16,0.04040404,0.030612245,3,4,0.04040404,4,5,0.050505051,4,0.04040404,4,86,ESFJ,95,51,IC,24,9,9,6,3,2,1,7,2,0.5,6,2,,,0.5,1,,1,4,0.375,2,4,Analytical,Competition,Maximizer,Command,Consistency,0.10738255,4.1,0.631458094,0,5,0.5,0,15.35270478
EMP101478,Ayunda Wibowo,Distribution,Finance Officer,Operations,Digital Marketing,HR & Corp Affairs,V,D3,Design,79,0.02020202,0,1,1,0.01010101,2,1,0.01010101,1,0.02020202,1,88,ENTP,34,73,DI,24,5,7,1,6,2,8,9,9,0.875,3,3,8,3,0.25,,3,6,2,1,3,8,Significance,Focus,Responsibility,Strategic,,0.530201342,1.3,0.490241102,0,4,1,0,17.87538743
EMP101479,Oka Wibowo,Store,Finance Officer,Operations,Operations,Technology,V,SMA,Business,9,0.050505051,,5,5,0.050505051,5,5,0.050505051,5,,,84,ENFJ,26,62,,32,3,8,9,3,9,3,4,3,0.5,7,1,1,1,1,8,7,5,,0.5,6,3,Significance,Consistency,Futuristic,Activator,Intellection,0.060402685,5,0.431687715,0,5,1,3,
EMP101480,Rizki Yudhistira Hartanto,Store,Supply Planner,Operations,Sales,Commercial,III,D3,Statistics,45,0.04040404,0.020408163,4,5,0.04040404,4,4,0.03030303,4,0.04040404,4,105,INTJ,52,64,CD,22,3,,2,6,3,7,6,8,0.25,9,6,4,1,0,6,8,1,3,0.875,1,1,Futuristic,,Individualization,Responsibility,,0.302013423,3.9,0.566016073,0,3,0,1,27.53677598
EMP101481,Bella Situmorang,Distribution,Data Analyst,HR,Talent Management,Commercial,V,SMA,Design,88,0.03030303,0.020408163,3,3,0.02020202,4,2,0.03030303,4,0.03030303,3,105,ENFJ,70,93,DI,35,5,4,1,2,4,6,7,9,,6,4,8,7,0.5,2,9,,1,0.25,1,1,Responsibility,Focus,Woo,Futuristic,Developer,0.590604027,3,0.77956372,0,5,1,1,
EMP101482,Dimas Suharto,Distribution,Data Analyst,R&D,Product Dev,HR & Corp Affairs,V,S2,Economics,43,0.02020202,0.020408163,3,3,0.02020202,,3,,3,0.03030303,3,116,ENFJ,38,76,CD,20,10,9,1,1,1,1,5,7,0,5,3,3,,0.875,,7,4,1,1,,5,Individualization,Futuristic,Arranger,Input,Command,0.288590604,2.75,0.61423651,0,5,1,1,
EMP101483,Ayunda Iqbal Fauziah,Store,Data Analyst,Operations,Sales,HR & Corp Affairs,III,S1,Statistics,79,0.04040404,0.040816327,4,5,0.04040404,3,3,0.03030303,3,,4,133,ESTP,76,47,CD,27,7,6,2,5,2,7,5,,0,5,,1,,0,1,3,,,0,9,3,Adaptability,,,Competition,Discipline,0.530201342,3.777777778,0.717566016,0,3,0,0,
EMP101484,Oka Qolbi Mahendra,Distribution,Brand Executive,Marketing,Talent Management,HR & Corp Affairs,V,S1,Psychology,15,0.050505051,0.040816327,5,4,0.050505051,5,5,0.050505051,5,0.050505051,5,,ENTJ,48,40,DI,,7,7,5,7,6,7,6,8,0.75,,7,9,6,0.125,4,5,8,9,0.875,7,8,Self-Assurance,Adaptability,Strategic,Responsibility,Belief,0.100671141,4.9,0.264064294,1,5,1,1,29.32027673
EMP101485,Maya Salsabila,Distribution,Data Analyst,Finance,Sales,HR & Corp Affairs,IV,D3,Psychology,37,0.01010101,0,1,1,0.01010101,2,1,0.01010101,2,0.01010101,1,85,ENFP,91,90,DS,20,2,3,5,5,4,6,3,7,1,1,3,7,4,0.375,5,6,,4,0.75,,9,Arranger,Maximizer,Includer,Discipline,Analytical,0.248322148,1.2,0.710677382,0,5,0.5,0,17.09333406
EMP101486,Yoga Utama Utami,Distribution,HRBP,Operations,Digital Marketing,HR & Corp Affairs,IV,D3,Psychology,17,0.01010101,0.010204082,1,1,0.02020202,1,1,0.01010101,2,0.01010101,1,103,INTP,35,97,CD,28,9,4,8,1,5,5,2,3,0,9,,1,1,0.5,2,5,5,9,0.375,2,3,Intellection,Achiever,Analytical,Woo,Ideation,0.11409396,1.3,0.655568312,0,5,0.5,1,27.46914921
EMP101487,Rizka Siregar,HQ,Supply Planner,R&D,Operations,Technology,IV,S1,Economics,47,0.03030303,0.020408163,99,5,0.04040404,3,3,0.050505051,5,0.04040404,4,85,INFP,95,74,CD,26,8,5,2,8,,9,8,9,0.125,9,6,7,,0.125,4,4,4,8,0,2,9,Analytical,Deliberative,Developer,Context,Communication,0.315436242,13.4,0.710677382,0,5,0.5,0,13.23232135
EMP101488,Yuni Tri Maulida,Plant,HRBP,Marketing,Digital Marketing,Commercial,IV,D3,Design,13,0.02020202,0.010204082,,1,0.02020202,1,2,0.02020202,3,0.03030303,2,,ESFP,35,88,,,6,3,5,7,7,,1,5,0.75,5,8,5,2,0,6,,1,4,1,3,5,Significance,Arranger,Restorative,Intellection,Deliberative,0.087248322,2,0.45924225,0,5,0.5,2,42.93100384
EMP101489,Anisa Adi Anggara,Distribution,Brand Executive,Marketing,Product Dev,Commercial,III,D3,Engineering,35,0.04040404,0.020408163,4,4,,,3,0.04040404,99,0.03030303,4,,ESFJ,61,88,IS,,7,,9,3,1,3,8,3,0.75,4,8,9,,0.875,6,9,2,2,0.625,6,2,Ideation,Command,Maximizer,Deliberative,Connectedness,0.234899329,15.5,0.61423651,0,5,0,0,
EMP101490,Rizki Nabila Utami,Distribution,Data Analyst,Marketing,Talent Management,Commercial,III,S2,Economics,81,0.01010101,0.020408163,2,2,0.02020202,2,3,0.01010101,,0.01010101,2,,INTP,69,31,SC,,10,3,2,8,9,3,,3,0.375,4,3,6,9,0.25,6,5,9,6,0.625,5,9,Empathy,Consistency,Individualization,,Communication,0.543624161,1.888888889,0.350172216,0,4,0,0,11.01947191
EMP101491,Umar Yudhistira Maulida,Plant,HRBP,Finance,Talent Management,Commercial,III,S2,Economics,64,0.01010101,0,1,2,0.01010101,1,1,,1,0.01010101,,110,INTJ,82,37,DI,27,9,3,5,2,4,2,1,9,0,2,8,4,6,0.375,,8,1,7,0.875,,8,Context,Responsibility,Consistency,Woo,Adaptability,0.429530201,1.111111111,0.631458094,0,5,0,0,
EMP101492,Bella Salsabila,Plant,Data Analyst,R&D,Talent Management,HR & Corp Affairs,V,SMA,Psychology,54,0.02020202,0.020408163,4,3,0.03030303,3,,0.03030303,2,0.02020202,3,,INTP,58,41,CI,29,10,4,3,6,9,2,,3,1,6,1,1,5,0.5,1,8,4,6,0.375,6,3,Significance,Strategic,Connectedness,Competition,Positivity,0.362416107,2.777777778,0.312858783,0,5,1,0,15.51176196
EMP101493,Rani Utama Nugroho,Store,Brand Executive,Finance,Digital Marketing,HR & Corp Affairs,III,S1,Engineering,45,0.04040404,0.030612245,4,4,0.050505051,4,99,0.04040404,4,0.050505051,4,90,,67,94,IS,26,3,3,1,3,3,8,9,8,0.125,7,4,1,2,0.625,4,7,7,5,0.375,5,9,Includer,Relator,Empathy,Analytical,Achiever,0.302013423,13.7,0.683122847,0,5,0,0,14.78821375
EMP101494,Rafa Halim Maulida,Plant,Supply Planner,Operations,Product Dev,Technology,IV,S1,Psychology,39,,0.020408163,4,3,0.03030303,3,3,0.02020202,,0.03030303,,88,ESTP,88,22,SD,34,3,4,,8,7,7,5,2,0,4,3,2,9,0.125,2,1,5,9,,9,2,,Woo,Intellection,Activator,Communication,0.261744966,3,0.528128588,0,4,0.5,2,
EMP101495,Gita Yudhistira Maulida,Store,Data Analyst,Operations,Operations,Technology,IV,D3,Psychology,13,0,0.040816327,5,4,0.04040404,5,5,0.050505051,,0.050505051,5,98,ESTJ,59,69,CS,22,2,4,3,9,8,8,3,6,,,8,3,2,0.875,2,,4,1,0.875,5,8,Ideation,Individualization,Restorative,Futuristic,Focus,0.087248322,4.222222222,0.579793341,1,5,0.5,2,
EMP101496,Tania Zulfikar Kurniawan,Plant,Brand Executive,Operations,Sales,Commercial,V,D3,Design,70,0.03030303,0.020408163,4,3,0.03030303,3,2,,4,0.04040404,3,85,ISFP,21,69,ID,21,6,6,8,9,3,3,9,6,0.375,1,6,,9,0.875,9,7,9,,0.625,7,1,Restorative,Responsibility,Includer,Input,,0.469798658,3.222222222,0.414466131,0,4,1,1,
EMP101497,Bayu Santoso,Distribution,Supply Planner,Finance,Talent Management,HR & Corp Affairs,III,D3,Business,65,0.03030303,0.020408163,2,3,0.03030303,3,2,0.03030303,3,0.04040404,3,117,INFJ,49,44,ID,25,3,5,7,9,9,1,3,7,0.375,2,8,5,3,0.375,4,,7,8,0.125,2,8,Futuristic,Analytical,Arranger,Command,Significance,0.436241611,2.9,0.538461538,0,5,0,1,27.29474531
EMP101498,Luthfi Santoso,Plant,Brand Executive,Marketing,Digital Marketing,Technology,III,S1,Statistics,82,0.03030303,0.020408163,3,3,0.02020202,3,2,0.03030303,2,0.04040404,3,,INTJ,64,100,IC,,8,4,8,9,7,8,1,,1,9,6,4,5,,2,5,4,3,,5,6,Relator,Competition,Belief,Restorative,Significance,0.55033557,2.8,0.70608496,0,5,0,1,
EMP101499,Hadi Sinaga,Plant,Sales Supervisor,Marketing,Digital Marketing,Technology,III,SMA,Design,65,0.02020202,0.020408163,2,1,0.02020202,3,2,0.02020202,2,0.02020202,2,,ISTJ,36,54,DC,,3,3,3,8,4,3,6,,0,6,6,2,7,0.375,3,7,2,9,1,,3,Responsibility,Harmony,Woo,Command,Self-Assurance,0.436241611,2.1,0.252583238,0,5,0,1,25.36020473
EMP101500,Joko Ganesha Pratomo,Distribution,Data Analyst,R&D,Talent Management,HR & Corp Affairs,III,D3,Economics,48,0.03030303,0.010204082,3,2,0.01010101,2,2,0.03030303,3,,2,138,ENFJ,32,94,ID,17,4,,,2,5,7,5,4,0.5,,,7,4,0.625,8,5,1,2,,8,4,Command,Discipline,Achiever,Includer,Learner,0.322147651,2.333333333,0.700344432,0,5,0,0,
EMP101501,Dinda Utama Salsabila,Distribution,Finance Officer,R&D,Digital Marketing,HR & Corp Affairs,V,D3,Economics,35,0.03030303,0.030612245,,4,0.03030303,3,3,0.03030303,3,,3,139,ESFP,66,59,SC,20,7,7,9,3,6,9,,2,1,8,,4,3,0.375,2,5,5,5,1,7,8,Woo,Input,Adaptability,Positivity,Arranger,0.234899329,3.25,0.721010333,0,5,1,0,
EMP101502,Ayunda Gunawan,Store,Brand Executive,IT,Talent Management,Technology,V,S2,Design,28,0.02020202,0.020408163,3,2,0.04040404,3,2,0.04040404,4,0.04040404,3,138,ENFP,96,66,SI,18,8,3,2,8,1,1,4,8,0.125,9,2,2,8,0.75,5,4,1,,0.625,7,4,Input,Intellection,Self-Assurance,Positivity,Ideation,0.187919463,3.1,0.841561424,0,5,1,2,49.5058506
EMP101503,Citra Indrawan,HQ,Data Analyst,Finance,Digital Marketing,Technology,IV,S2,Engineering,54,0.03030303,0.010204082,3,1,0.03030303,2,2,0.01010101,,0.02020202,2,138,,30,30,DI,36,4,1,8,5,3,1,2,8,0.625,5,8,6,9,0.5,,2,8,6,0,5,1,Strategic,Consistency,Includer,Developer,Focus,0.362416107,2.111111111,0.538461538,0,5,0.5,0,13.75433868
EMP101504,Putri Lukman,Plant,Sales Supervisor,Finance,Digital Marketing,Commercial,III,D3,Design,71,,0.020408163,3,4,0.03030303,2,3,0.03030303,4,0.03030303,3,96,INFJ,96,34,DC,30,10,6,6,6,5,7,8,7,0.5,7,6,2,4,,9,6,,9,0.375,3,4,Relator,,Command,,Harmony,0.476510067,3.111111111,0.634902411,0,3,0,0,
EMP101505,Vania Jatmiko Kusuma,HQ,Brand Executive,Marketing,Product Dev,Commercial,III,SMA,Statistics,21,0.04040404,0.030612245,5,4,0.04040404,3,,0.050505051,4,0.04040404,4,,,93,28,CS,,2,4,2,6,8,3,9,8,0.625,3,7,1,1,0.125,5,6,2,,1,7,4,Communication,,Consistency,,Adaptability,0.140939597,4.111111111,0.424799082,0,3,0,0,12.70389989
EMP101506,Putri Dharma Rahmawati,HQ,Finance Officer,Finance,Sales,Technology,IV,S2,Psychology,77,0.01010101,0.010204082,2,1,0.01010101,2,1,0.01010101,1,0.01010101,1,100,ISFJ,56,88,SD,27,8,3,7,2,6,6,4,6,0.5,3,8,4,,0.25,1,6,4,,0.875,,8,Communication,Belief,Learner,Significance,Competition,0.516778523,1.3,0.67967853,0,5,0.5,0,16.58226007
EMP101507,Hadi Herlambang,Store,HRBP,Marketing,Sales,Technology,IV,S1,Engineering,72,0.04040404,0.030612245,4,4,0.03030303,4,4,0.050505051,4,0.04040404,4,,INTP,97,49,CI,,4,9,2,5,5,1,7,1,0,4,7,7,2,1,8,1,6,4,,3,3,Input,Harmony,Communication,,Includer,0.483221477,4,0.579793341,0,4,0.5,0,
EMP101508,Iman Zulfikar,Plant,Sales Supervisor,R&D,Product Dev,HR & Corp Affairs,IV,D3,Psychology,78,0.050505051,0.040816327,5,5,0.050505051,5,5,0.04040404,5,0.04040404,5,132,ESTP,87,34,DS,23,4,4,3,3,8,9,3,1,1,8,1,9,,1,4,9,9,4,0.125,5,2,Self-Assurance,Activator,Includer,Individualization,Analytical,0.523489933,4.8,0.683122847,1,5,0.5,2,50.89263299
EMP101509,Satya Tri Kusuma,HQ,Supply Planner,Operations,Sales,Technology,III,S2,Engineering,6,0.02020202,,1,3,0.02020202,3,2,0.02020202,2,0.03030303,,134,,74,74,DC,26,1,4,6,1,5,9,4,6,0.125,1,9,8,3,,,2,1,3,1,3,8,Strategic,Competition,Connectedness,Positivity,,0.040268456,2.222222222,0.783008037,0,4,0,0,
EMP101510,Fitri Rachman Gunawan,Distribution,Supply Planner,IT,Sales,HR & Corp Affairs,V,D3,Economics,32,0.03030303,0.030612245,5,4,,5,5,0.04040404,4,0.050505051,,128,ISFJ,83,56,CI,17,4,4,4,4,2,2,9,1,0.75,3,3,5,7,0.375,5,4,1,,,6,6,Analytical,Activator,Significance,Relator,Maximizer,0.214765101,4.333333333,0.710677382,0,5,1,1,
EMP101511,Indra Rachman Siregar,Plant,Supply Planner,Marketing,Sales,Commercial,V,S1,Economics,65,0.02020202,0,2,1,,2,3,0.01010101,2,0.02020202,2,,ESTP,73,63,ID,,10,1,7,7,2,6,5,5,0.125,9,6,5,4,0.75,2,6,7,5,0.375,3,9,Futuristic,Adaptability,Harmony,Positivity,,0.436241611,1.777777778,0.556831228,0,4,1,1,
EMP101512,Vania Permadi,Distribution,Sales Supervisor,Finance,Sales,Technology,IV,S1,Design,24,0.03030303,0.030612245,3,4,0.04040404,4,4,0.04040404,4,0.03030303,4,136,ENTP,55,26,,27,5,3,1,1,8,2,1,3,0,2,4,2,8,0.375,7,8,,9,0.125,5,5,Harmony,Context,Analytical,Discipline,Connectedness,0.161073826,3.7,0.576349024,0,5,0.5,0,11.96653511
EMP101513,Ayu Gunawan,Distribution,Finance Officer,Marketing,Product Dev,Commercial,IV,D3,Statistics,27,0.04040404,0.020408163,4,4,0.04040404,3,4,0.02020202,2,0.03030303,3,,ESFJ,69,37,IC,,6,7,8,3,7,7,9,3,,,9,3,6,0.75,2,9,8,7,0.625,7,,Relator,Input,Communication,Intellection,Ideation,0.181208054,3.3,0.361653272,0,5,0.5,1,
EMP101514,Julia Pramudita Situmorang,Distribution,Sales Supervisor,R&D,Product Dev,HR & Corp Affairs,III,SMA,Psychology,65,,0.020408163,,3,0.03030303,3,3,0.03030303,3,0.02020202,3,94,ESFP,31,93,,27,3,9,4,1,5,5,3,8,0.5,2,6,2,3,0.875,8,8,7,1,0.875,7,6,Context,Achiever,Ideation,Empathy,Self-Assurance,0.436241611,2.875,0.572904707,0,5,0,1,
EMP101515,Intan Indrawan,Plant,Sales Supervisor,IT,Operations,Technology,III,S2,Economics,59,0.02020202,0.010204082,2,2,0.02020202,3,1,0.02020202,,0.03030303,2,122,ESFP,87,91,CS,37,6,9,1,4,8,4,6,8,,9,2,1,2,0.125,7,5,3,5,0.375,4,4,,Strategic,Achiever,Discipline,Arranger,0.395973154,2.111111111,0.900114811,0,4,0,0,
EMP101516,Galih Pradana,Plant,Supply Planner,R&D,Product Dev,HR & Corp Affairs,III,D3,Psychology,78,0.03030303,0.010204082,3,2,0.02020202,2,,,3,0.02020202,2,85,ESFP,85,76,,30,4,4,8,4,2,7,2,4,0.875,9,1,8,8,0.875,3,,5,8,0.25,6,9,Strategic,,Harmony,Positivity,Self-Assurance,0.523489933,2.375,0.683122847,0,4,0,1,
EMP101517,Galih Saputra Nugroho,Plant,Data Analyst,Marketing,Operations,Technology,IV,S2,Engineering,20,0.03030303,0.020408163,3,3,0.03030303,2,4,0.03030303,2,0.03030303,3,,ESFP,77,48,DI,,1,,3,8,9,2,,9,0.5,7,9,1,2,0.875,7,2,4,8,0,6,,Positivity,Input,Deliberative,Empathy,Developer,0.134228188,2.9,0.442020666,0,5,0.5,0,13.23946139
EMP101518,Ayunda Mahendra,Distribution,Data Analyst,HR,Talent Management,Technology,III,S1,Business,25,,0,1,1,0.01010101,1,1,,1,0.01010101,1,125,ISTJ,27,59,SI,34,9,7,9,7,2,4,1,8,1,6,1,8,9,0,,3,1,,0.5,4,4,Woo,Ideation,Significance,Individualization,,0.167785235,1,0.593570608,0,4,0,0,
EMP101519,Rendra Baskara Pamungkas,HQ,Sales Supervisor,IT,Digital Marketing,HR & Corp Affairs,IV,D3,Business,30,0.03030303,0.020408163,2,3,0.03030303,3,3,0.04040404,3,0.04040404,3,120,INFJ,71,48,IC,29,5,1,8,9,9,4,3,9,0,8,7,7,6,0.125,5,7,2,9,0.75,6,1,Connectedness,Context,Strategic,Input,Individualization,0.201342282,3.1,0.659012629,0,5,0.5,0,13.72727472
EMP101520,Dimas Tamba,HQ,Finance Officer,HR,Product Dev,HR & Corp Affairs,III,D3,Business,75,0.050505051,,4,4,0.050505051,4,5,0.03030303,3,0.04040404,4,100,INFTJ,82,79,CS,24,5,5,9,8,3,2,8,9,1,1,9,,5,0.125,2,4,9,6,0.25,4,9,Woo,Analytical,Activator,Achiever,Strategic,0.503355705,4.111111111,0.717566016,0,5,0,1,
EMP101521,Utami Utami,Store,Sales Supervisor,IT,Product Dev,HR & Corp Affairs,V,SMA,Statistics,92,0.03030303,0.020408163,,3,0.02020202,2,3,0.03030303,3,0.04040404,3,104,INFP,59,99,DS,36,10,1,2,6,5,1,8,2,0.75,1,8,6,,,1,2,9,3,0.5,2,7,Competition,Activator,Focus,Input,Restorative,0.617449664,2.888888889,0.77956372,0,5,1,2,
EMP101522,Lestari Permadi,Store,Sales Supervisor,Operations,Product Dev,HR & Corp Affairs,V,S1,Statistics,19,0.02020202,0.020408163,,2,0.04040404,4,4,0.03030303,3,0.02020202,3,139,ENFP,28,95,IC,19,1,6,,8,3,9,3,3,0.125,6,5,,3,0.5,9,3,7,8,0.625,7,2,Harmony,Communication,Command,Intellection,Ideation,0.127516779,3,0.690011481,0,5,1,1,31.37520643
EMP101523,Maya Halim,HQ,HRBP,Finance,Operations,Commercial,III,S2,Design,17,0.02020202,0.020408163,3,3,0.03030303,2,2,0.04040404,,,3,123,ISTJ,20,76,,26,9,1,4,3,7,3,8,8,0.5,8,9,9,4,0.625,1,8,5,2,0.375,9,2,,Positivity,Connectedness,,Harmony,0.11409396,2.75,0.593570608,0,3,0,0,
EMP101524,Putri Jatmiko Salsabila,Distribution,Supply Planner,Marketing,Operations,HR & Corp Affairs,III,S1,Economics,35,0.03030303,0.030612245,4,4,0.03030303,4,4,0.04040404,5,0.04040404,,,ISTJ,68,35,SC,,6,,3,9,1,7,5,3,0.125,2,9,7,6,0.125,6,8,4,7,0.125,1,1,Intellection,Achiever,Strategic,Harmony,Self-Assurance,0.234899329,3.9,0.344431688,0,5,0,2,37.8308832
EMP101525,Rani Aji Indrawan,Plant,Finance Officer,Operations,Digital Marketing,HR & Corp Affairs,IV,SMA,Engineering,74,,0.040816327,5,5,0.04040404,4,5,0.04040404,4,0.050505051,5,99,ISTJ,69,99,CI,39,3,5,2,3,2,7,6,4,0.75,9,9,7,7,0.75,7,4,2,6,0.375,7,7,Self-Assurance,Connectedness,,Responsibility,Intellection,0.496644295,4.555555556,0.783008037,1,4,0.5,2,
EMP101526,Ayu Maulida,Distribution,Supply Planner,Marketing,Operations,HR & Corp Affairs,IV,S1,Statistics,43,0.03030303,0.020408163,,3,0.03030303,3,2,0.02020202,,0.02020202,3,,ISFP,79,53,DI,,9,9,9,1,2,4,8,,0.625,4,1,7,3,0,3,6,3,8,,8,2,Competition,Harmony,Connectedness,Analytical,Maximizer,0.288590604,2.625,0.528128588,0,5,0.5,0,
EMP101527,Eko Nugroho,Plant,HRBP,R&D,Sales,Technology,V,S2,Engineering,20,0.04040404,0.010204082,3,2,0.02020202,,3,0.02020202,4,0.03030303,3,99,ESTP,27,74,SD,24,9,5,8,9,2,7,7,3,1,5,8,6,3,0.25,,4,9,4,0.5,5,2,Focus,Connectedness,Futuristic,Positivity,Communication,0.134228188,2.777777778,0.521239954,0,5,1,1,30.77830445
EMP101528,Wahyu Nabila Anggara,Distribution,Sales Supervisor,R&D,Operations,Commercial,III,D3,Statistics,96,0.03030303,0.010204082,2,2,0.02020202,,3,0.02020202,2,0.01010101,4,129,INTJ,65,34,IS,24,9,6,4,,9,1,7,9,1,6,8,4,2,0.375,7,9,6,8,0.125,9,4,Individualization,Deliberative,Maximizer,Restorative,Harmony,0.644295302,2.111111111,0.617680827,0,5,0,1,30.38522046
EMP101529,Dian Qolbi Santoso,Distribution,Finance Officer,HR,Operations,Commercial,V,SMA,Statistics,27,0.01010101,0.010204082,1,1,0.02020202,1,1,0.01010101,2,0.02020202,1,84,ISTP,28,78,CD,29,3,4,2,,6,2,,5,,,6,3,2,0.5,2,4,2,6,0.125,3,7,Belief,Input,Positivity,Arranger,Woo,0.181208054,1.4,0.483352468,0,5,1,0,
EMP101530,Bella Ananda,Store,Brand Executive,HR,Product Dev,HR & Corp Affairs,IV,D3,Statistics,37,0.03030303,0.020408163,3,2,0.02020202,3,3,0.03030303,4,0.04040404,3,86,,65,89,DS,22,4,3,,5,2,6,4,7,0.5,2,9,1,,0.25,8,,2,6,0.375,5,9,Activator,Harmony,Achiever,Self-Assurance,Relator,0.248322148,3,0.634902411,0,5,0.5,2,44.30314258
EMP101531,Cahyo Firmansyah,HQ,Data Analyst,IT,Digital Marketing,HR & Corp Affairs,III,S2,Engineering,55,0.04040404,0.030612245,2,2,0.02020202,3,2,0.03030303,2,0.02020202,3,93,ISTP,99,53,,29,2,9,3,1,2,4,2,6,0,6,7,7,5,0.375,8,4,3,5,0.25,5,6,Includer,Responsibility,Analytical,Deliberative,Ideation,0.369127517,2.6,0.66934558,0,5,0,0,12.41782972
